diseaseName,country,state,lga,year,epiWeek,suspectedCases,confirmedCases,deaths,rainfall,temperature,humidity
Cholera,Nigeria,FCT,FCT LGA2,2020,9,0,0,0,211.2,27.4,88.8
Cholera,Nigeria,Kaduna,Kaduna LGA2,2020,9,0,0,0,229.3,29.7,85.2
Cholera,Nigeria,Enugu,Enugu LGA2,2020,9,0,0,0,129.2,29.0,80.0
Measles,Nigeria,Kaduna,Kaduna LGA1,2020,9,764,0,2,131.4,35.4,22.8
Measles,Nigeria,FCT,FCT LGA2,2020,9,764,0,2,147.5,37.8,71.5
Measles,Nigeria,Ogun,Ogun LGA1,2020,9,764,0,2,41.3,34.7,49.9
Mpox,Nigeria,Ogun,Ogun LGA1,2020,9,0,0,0,93.4,34.6,68.6
Mpox,Nigeria,Kaduna,Kaduna LGA1,2020,9,0,0,0,119.8,36.2,60.3
Mpox,Nigeria,Kaduna,Kaduna LGA1,2020,9,0,0,0,112.5,26.0,88.1
AFP,Nigeria,Enugu,Enugu LGA2,2020,9,81,0,0,109.6,26.5,54.0
AFP,Nigeria,Ogun,Ogun LGA1,2020,9,81,0,0,107.8,29.7,29.4
AFP,Nigeria,Lagos,Lagos LGA1,2020,9,81,0,0,85.5,33.1,68.4
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2020,14,136,12,3,9.9,37.3,51.7
Lassa Fever,Nigeria,FCT,FCT LGA1,2020,14,136,12,3,35.0,32.3,40.3
Lassa Fever,Nigeria,Kano,Kano LGA1,2020,14,136,12,3,150.7,27.4,43.9
CSM,Nigeria,Kano,Kano LGA2,2020,14,17,0,0,74.7,24.7,72.4
CSM,Nigeria,Oyo,Oyo LGA2,2020,14,17,0,0,83.9,35.4,36.5
CSM,Nigeria,Ogun,Ogun LGA1,2020,14,17,0,0,178.4,36.2,57.3
Yellow Fever,Nigeria,Kano,Kano LGA2,2020,14,17,0,0,39.8,34.5,59.6
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2020,14,17,0,0,168.4,36.8,43.0
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2020,14,17,0,0,134.7,26.5,29.2
Cholera,Nigeria,Ogun,Ogun LGA1,2020,14,7,0,0,215.9,29.7,87.6
Cholera,Nigeria,Kano,Kano LGA2,2020,14,7,0,0,190.3,29.8,82.5
Cholera,Nigeria,Enugu,Enugu LGA1,2020,14,7,0,0,136.3,27.4,91.8
Measles,Nigeria,Lagos,Lagos LGA1,2020,14,837,0,15,114.1,35.8,83.3
Measles,Nigeria,Oyo,Oyo LGA2,2020,14,837,0,15,132.6,35.7,38.9
Measles,Nigeria,Kaduna,Kaduna LGA2,2020,14,837,0,15,67.7,25.2,68.8
Mpox,Nigeria,FCT,FCT LGA1,2020,14,0,0,0,177.2,33.7,60.0
Mpox,Nigeria,Rivers,Rivers LGA2,2020,14,0,0,0,64.4,26.8,82.4
Mpox,Nigeria,Enugu,Enugu LGA2,2020,14,0,0,0,36.9,31.1,67.5
AFP,Nigeria,FCT,FCT LGA2,2020,14,40,0,0,17.7,33.8,42.0
AFP,Nigeria,Kano,Kano LGA2,2020,14,40,0,0,95.7,26.4,86.2
AFP,Nigeria,Rivers,Rivers LGA2,2020,14,40,0,0,136.3,24.6,57.8
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2020,15,99,10,0,97.7,37.2,69.0
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2020,15,99,10,0,15.3,28.1,80.9
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,15,99,10,0,55.2,30.3,36.5
CSM,Nigeria,Kaduna,Kaduna LGA2,2020,15,11,0,0,29.4,27.5,66.5
CSM,Nigeria,FCT,FCT LGA1,2020,15,11,0,0,86.0,33.0,80.4
CSM,Nigeria,Ogun,Ogun LGA1,2020,15,11,0,0,60.0,29.1,45.3
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2020,15,24,0,0,174.4,32.1,45.4
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2020,15,24,0,0,40.3,28.8,64.5
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2020,15,24,0,0,140.5,37.7,83.7
Cholera,Nigeria,Rivers,Rivers LGA1,2020,15,0,0,0,192.7,28.3,77.9
Cholera,Nigeria,Kaduna,Kaduna LGA1,2020,15,0,0,0,222.3,29.1,79.3
Cholera,Nigeria,Lagos,Lagos LGA2,2020,15,0,0,0,184.9,27.0,79.9
Measles,Nigeria,FCT,FCT LGA1,2020,15,632,0,1,53.3,25.0,70.8
Measles,Nigeria,Ogun,Ogun LGA2,2020,15,632,0,1,46.3,31.0,61.4
Measles,Nigeria,Ogun,Ogun LGA1,2020,15,632,0,1,147.5,27.2,52.6
Mpox,Nigeria,Ogun,Ogun LGA2,2020,15,0,0,0,59.6,36.9,51.8
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,15,0,0,0,44.5,30.5,66.9
Mpox,Nigeria,Kaduna,Kaduna LGA1,2020,15,0,0,0,171.2,31.2,77.9
AFP,Nigeria,FCT,FCT LGA2,2020,15,48,0,0,112.0,30.1,60.6
AFP,Nigeria,FCT,FCT LGA2,2020,15,48,0,0,55.9,32.3,37.3
AFP,Nigeria,Ogun,Ogun LGA2,2020,15,48,0,0,28.1,33.7,67.1
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2020,16,89,6,0,79.4,35.1,22.0
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2020,16,89,6,0,175.3,27.6,22.1
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2020,16,89,6,0,168.3,28.3,74.2
CSM,Nigeria,FCT,FCT LGA2,2020,16,5,0,0,32.0,34.3,60.9
CSM,Nigeria,Rivers,Rivers LGA1,2020,16,5,0,0,111.3,24.9,37.4
CSM,Nigeria,FCT,FCT LGA2,2020,16,5,0,0,77.2,35.4,84.4
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2020,16,24,0,0,95.5,30.1,72.8
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2020,16,24,0,0,175.8,36.8,22.8
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2020,16,24,0,0,93.9,27.1,85.0
Cholera,Nigeria,Oyo,Oyo LGA2,2020,16,0,0,0,217.0,30.2,78.4
Cholera,Nigeria,Lagos,Lagos LGA1,2020,16,0,0,0,245.7,30.4,83.8
Cholera,Nigeria,Ogun,Ogun LGA1,2020,16,0,0,0,224.6,27.4,92.7
Measles,Nigeria,FCT,FCT LGA1,2020,16,606,0,7,42.3,27.7,53.1
Measles,Nigeria,Enugu,Enugu LGA2,2020,16,606,0,7,75.2,24.3,30.5
Measles,Nigeria,Oyo,Oyo LGA2,2020,16,606,0,7,76.0,25.6,85.5
Mpox,Nigeria,Oyo,Oyo LGA1,2020,16,0,0,0,125.9,27.9,43.6
Mpox,Nigeria,Ogun,Ogun LGA1,2020,16,0,0,0,29.8,30.1,73.8
Mpox,Nigeria,FCT,FCT LGA1,2020,16,0,0,0,115.3,31.3,69.2
AFP,Nigeria,FCT,FCT LGA1,2020,16,71,0,0,151.9,26.2,50.4
AFP,Nigeria,Kaduna,Kaduna LGA1,2020,16,71,0,0,178.1,31.7,64.7
AFP,Nigeria,FCT,FCT LGA2,2020,16,71,0,0,141.8,25.9,74.5
COVID-19,Nigeria,Kaduna,Kaduna LGA1,2020,16,0,0,0,39.3,31.8,32.9
COVID-19,Nigeria,Rivers,Rivers LGA2,2020,16,0,0,0,152.6,33.8,24.2
COVID-19,Nigeria,Rivers,Rivers LGA2,2020,16,0,0,0,106.8,29.4,77.4
Lassa Fever,Nigeria,FCT,FCT LGA2,2020,17,85,8,0,116.8,37.4,49.9
Lassa Fever,Nigeria,Kano,Kano LGA1,2020,17,85,8,0,153.3,30.5,76.5
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,17,85,8,0,179.1,26.5,84.8
CSM,Nigeria,Oyo,Oyo LGA1,2020,17,6,0,0,72.7,34.2,48.3
CSM,Nigeria,Rivers,Rivers LGA2,2020,17,6,0,0,159.6,35.3,59.6
CSM,Nigeria,Kaduna,Kaduna LGA2,2020,17,6,0,0,119.8,37.0,55.8
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2020,17,18,0,0,80.6,34.2,84.3
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2020,17,18,0,0,115.3,25.3,26.1
Yellow Fever,Nigeria,Enugu,Enugu LGA1,2020,17,18,0,0,94.8,28.8,27.1
Cholera,Nigeria,Lagos,Lagos LGA2,2020,17,97,0,14,237.8,28.3,94.1
Cholera,Nigeria,Rivers,Rivers LGA2,2020,17,97,0,14,229.8,28.7,81.2
Cholera,Nigeria,Ogun,Ogun LGA1,2020,17,97,0,14,146.4,28.0,88.7
Measles,Nigeria,Kano,Kano LGA1,2020,17,313,0,0,131.0,32.1,79.1
Measles,Nigeria,Oyo,Oyo LGA1,2020,17,313,0,0,159.4,32.9,44.5
Measles,Nigeria,FCT,FCT LGA1,2020,17,313,0,0,107.2,35.7,59.4
Mpox,Nigeria,Lagos,Lagos LGA2,2020,17,0,0,0,81.3,34.0,35.0
Mpox,Nigeria,Oyo,Oyo LGA1,2020,17,0,0,0,86.4,32.9,24.7
Mpox,Nigeria,Kano,Kano LGA2,2020,17,0,0,0,88.5,25.0,40.1
AFP,Nigeria,Rivers,Rivers LGA1,2020,17,47,0,0,158.7,37.2,69.5
AFP,Nigeria,Lagos,Lagos LGA2,2020,17,47,0,0,140.9,29.1,55.6
AFP,Nigeria,Oyo,Oyo LGA1,2020,17,47,0,0,8.2,26.9,67.5
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,18,64,5,2,172.2,30.3,88.3
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2020,18,64,5,2,5.7,24.9,74.1
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,18,64,5,2,137.9,29.1,83.1
CSM,Nigeria,Rivers,Rivers LGA1,2020,18,12,0,0,165.9,35.7,32.5
CSM,Nigeria,FCT,FCT LGA2,2020,18,12,0,0,164.3,25.8,59.9
CSM,Nigeria,Enugu,Enugu LGA1,2020,18,12,0,0,74.6,26.7,29.4
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2020,18,10,0,0,87.5,28.2,36.9
Yellow Fever,Nigeria,Rivers,Rivers LGA2,2020,18,10,0,0,86.6,25.4,68.5
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2020,18,10,0,0,50.9,29.3,27.3
Cholera,Nigeria,Oyo,Oyo LGA1,2020,18,0,0,0,140.2,30.4,78.5
Cholera,Nigeria,Oyo,Oyo LGA1,2020,18,0,0,0,149.3,30.8,83.3
Cholera,Nigeria,Lagos,Lagos LGA1,2020,18,0,0,0,175.9,28.2,76.7
Measles,Nigeria,Rivers,Rivers LGA2,2020,18,338,0,0,131.2,28.1,66.5
Measles,Nigeria,Kaduna,Kaduna LGA1,2020,18,338,0,0,168.9,33.5,83.9
Measles,Nigeria,Kaduna,Kaduna LGA2,2020,18,338,0,0,14.3,35.6,67.6
Mpox,Nigeria,Oyo,Oyo LGA1,2020,18,0,0,0,11.9,29.4,80.1
Mpox,Nigeria,Rivers,Rivers LGA1,2020,18,0,0,0,61.1,36.9,45.6
Mpox,Nigeria,Lagos,Lagos LGA1,2020,18,0,0,0,124.1,31.5,50.1
AFP,Nigeria,Oyo,Oyo LGA1,2020,18,57,0,0,78.5,31.3,67.8
AFP,Nigeria,Rivers,Rivers LGA1,2020,18,57,0,0,58.2,36.0,54.3
AFP,Nigeria,Ogun,Ogun LGA1,2020,18,57,0,0,10.4,28.8,43.1
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2020,19,72,9,1,134.8,33.4,89.6
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2020,19,72,9,1,35.2,27.9,28.5
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,19,72,9,1,121.9,28.9,74.0
CSM,Nigeria,Kano,Kano LGA2,2020,19,2,0,0,177.2,31.1,63.3
CSM,Nigeria,Kano,Kano LGA2,2020,19,2,0,0,117.2,29.6,33.5
CSM,Nigeria,Kaduna,Kaduna LGA2,2020,19,2,0,0,149.8,31.4,23.6
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2020,19,14,0,0,77.2,37.9,46.9
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2020,19,14,0,0,59.0,33.1,34.0
Yellow Fever,Nigeria,Lagos,Lagos LGA2,2020,19,14,0,0,56.3,31.7,59.7
Cholera,Nigeria,Enugu,Enugu LGA1,2020,19,1,0,0,228.5,30.2,85.2
Cholera,Nigeria,Kaduna,Kaduna LGA1,2020,19,1,0,0,190.0,29.7,85.4
Cholera,Nigeria,Rivers,Rivers LGA2,2020,19,1,0,0,209.1,30.6,79.6
Measles,Nigeria,Rivers,Rivers LGA1,2020,19,298,0,2,19.9,31.0,49.4
Measles,Nigeria,Rivers,Rivers LGA2,2020,19,298,0,2,89.8,32.5,48.1
Measles,Nigeria,Lagos,Lagos LGA1,2020,19,298,0,2,37.6,36.0,45.6
Mpox,Nigeria,Rivers,Rivers LGA2,2020,19,0,0,0,44.8,28.4,82.8
Mpox,Nigeria,Kaduna,Kaduna LGA1,2020,19,0,0,0,172.5,25.0,78.4
Mpox,Nigeria,Kaduna,Kaduna LGA1,2020,19,0,0,0,136.1,31.1,27.3
AFP,Nigeria,Kaduna,Kaduna LGA2,2020,19,58,0,0,42.4,26.5,74.7
AFP,Nigeria,Oyo,Oyo LGA2,2020,19,58,0,0,123.4,28.9,44.6
AFP,Nigeria,Lagos,Lagos LGA2,2020,19,58,0,0,51.3,27.0,66.2
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2020,20,68,6,1,134.2,28.3,87.6
Lassa Fever,Nigeria,Lagos,Lagos LGA2,2020,20,68,6,1,89.3,30.6,41.3
Lassa Fever,Nigeria,Ogun,Ogun LGA2,2020,20,68,6,1,157.4,24.7,37.5
CSM,Nigeria,Ogun,Ogun LGA1,2020,20,8,0,0,26.6,35.5,76.5
CSM,Nigeria,Kaduna,Kaduna LGA1,2020,20,8,0,0,9.9,26.1,86.1
CSM,Nigeria,Lagos,Lagos LGA2,2020,20,8,0,0,89.6,31.6,68.6
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2020,20,8,0,0,145.5,26.6,58.7
Yellow Fever,Nigeria,FCT,FCT LGA1,2020,20,8,0,0,102.4,34.8,25.4
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2020,20,8,0,0,44.6,24.7,77.9
Cholera,Nigeria,Kano,Kano LGA1,2020,20,0,0,0,158.6,28.4,90.2
Cholera,Nigeria,FCT,FCT LGA1,2020,20,0,0,0,220.3,30.8,88.6
Cholera,Nigeria,Rivers,Rivers LGA2,2020,20,0,0,0,190.7,27.1,92.5
Measles,Nigeria,Enugu,Enugu LGA2,2020,20,155,0,1,5.7,29.8,42.5
Measles,Nigeria,Kaduna,Kaduna LGA1,2020,20,155,0,1,167.8,27.9,33.9
Measles,Nigeria,Lagos,Lagos LGA1,2020,20,155,0,1,132.0,35.9,88.2
Mpox,Nigeria,Kano,Kano LGA2,2020,20,0,0,0,117.9,30.7,44.8
Mpox,Nigeria,Enugu,Enugu LGA2,2020,20,0,0,0,52.8,27.9,71.3
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,20,0,0,0,102.0,28.8,38.5
AFP,Nigeria,FCT,FCT LGA2,2020,20,44,0,0,81.9,24.8,82.7
AFP,Nigeria,Enugu,Enugu LGA2,2020,20,44,0,0,163.6,37.7,29.7
AFP,Nigeria,Kano,Kano LGA1,2020,20,44,0,0,82.4,37.7,21.6
COVID-19,Nigeria,Enugu,Enugu LGA1,2020,20,0,0,0,16.6,36.2,43.2
COVID-19,Nigeria,Oyo,Oyo LGA2,2020,20,0,0,0,79.9,25.2,64.6
COVID-19,Nigeria,Enugu,Enugu LGA1,2020,20,0,0,0,29.5,28.8,29.7
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2020,21,80,9,2,116.0,28.9,52.4
Lassa Fever,Nigeria,Ogun,Ogun LGA1,2020,21,80,9,2,121.8,24.1,74.4
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2020,21,80,9,2,168.9,25.7,42.1
CSM,Nigeria,Kaduna,Kaduna LGA2,2020,21,1,0,0,116.9,26.2,37.5
CSM,Nigeria,Kano,Kano LGA1,2020,21,1,0,0,144.9,37.4,60.9
CSM,Nigeria,Enugu,Enugu LGA2,2020,21,1,0,0,175.1,26.4,47.3
Yellow Fever,Nigeria,Kano,Kano LGA2,2020,21,10,0,0,120.2,30.9,61.4
Yellow Fever,Nigeria,Rivers,Rivers LGA1,2020,21,10,0,0,160.3,25.2,58.4
Yellow Fever,Nigeria,Ogun,Ogun LGA1,2020,21,10,0,0,77.6,31.2,86.1
Cholera,Nigeria,Kano,Kano LGA2,2020,21,1,0,0,176.3,29.6,75.5
Cholera,Nigeria,Rivers,Rivers LGA1,2020,21,1,0,0,174.2,29.7,86.7
Cholera,Nigeria,Lagos,Lagos LGA2,2020,21,1,0,0,132.9,27.5,86.5
Measles,Nigeria,Oyo,Oyo LGA1,2020,21,94,0,0,54.8,32.5,35.5
Measles,Nigeria,Kano,Kano LGA1,2020,21,94,0,0,149.3,30.2,65.5
Measles,Nigeria,Kano,Kano LGA2,2020,21,94,0,0,26.7,25.1,82.7
Mpox,Nigeria,FCT,FCT LGA2,2020,21,0,0,0,156.9,25.9,35.3
Mpox,Nigeria,Lagos,Lagos LGA1,2020,21,0,0,0,56.7,26.9,89.8
Mpox,Nigeria,Ogun,Ogun LGA2,2020,21,0,0,0,85.6,26.3,74.1
AFP,Nigeria,Ogun,Ogun LGA2,2020,21,66,0,0,179.7,34.9,29.1
AFP,Nigeria,Ogun,Ogun LGA2,2020,21,66,0,0,53.8,29.4,43.3
AFP,Nigeria,Oyo,Oyo LGA1,2020,21,66,0,0,145.5,32.3,79.7
COVID-19,Nigeria,FCT,FCT LGA1,2020,21,0,0,0,156.9,28.5,83.3
COVID-19,Nigeria,Lagos,Lagos LGA1,2020,21,0,0,0,112.1,32.4,28.7
COVID-19,Nigeria,Ogun,Ogun LGA2,2020,21,0,0,0,94.5,25.4,82.1
Lassa Fever,Nigeria,Rivers,Rivers LGA2,2020,22,78,6,0,129.8,32.0,36.9
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2020,22,78,6,0,17.0,34.8,23.5
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2020,22,78,6,0,145.4,31.3,56.4
CSM,Nigeria,Ogun,Ogun LGA1,2020,22,3,0,0,152.0,27.8,77.5
CSM,Nigeria,Kano,Kano LGA1,2020,22,3,0,0,71.9,24.8,23.3
CSM,Nigeria,Ogun,Ogun LGA2,2020,22,3,0,0,37.4,33.5,46.6
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2020,22,13,0,0,69.1,32.5,75.0
Yellow Fever,Nigeria,FCT,FCT LGA2,2020,22,13,0,0,169.3,37.2,74.8
Yellow Fever,Nigeria,Ogun,Ogun LGA2,2020,22,13,0,0,94.1,26.9,71.0
Cholera,Nigeria,FCT,FCT LGA2,2020,22,0,0,0,185.8,28.8,84.6
Cholera,Nigeria,Ogun,Ogun LGA1,2020,22,0,0,0,195.9,30.4,90.8
Cholera,Nigeria,Oyo,Oyo LGA1,2020,22,0,0,0,163.3,30.2,79.8
Measles,Nigeria,Rivers,Rivers LGA2,2020,22,388,0,0,33.0,32.2,72.0
Measles,Nigeria,Ogun,Ogun LGA2,2020,22,388,0,0,82.6,34.2,27.8
Measles,Nigeria,Ogun,Ogun LGA2,2020,22,388,0,0,108.1,25.3,42.2
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,22,0,0,0,137.8,35.5,35.0
Mpox,Nigeria,Lagos,Lagos LGA1,2020,22,0,0,0,116.6,30.5,46.6
Mpox,Nigeria,Oyo,Oyo LGA2,2020,22,0,0,0,56.5,32.4,66.3
AFP,Nigeria,Kaduna,Kaduna LGA1,2020,22,77,0,0,143.5,33.2,75.6
AFP,Nigeria,FCT,FCT LGA2,2020,22,77,0,0,179.9,24.5,43.7
AFP,Nigeria,Ogun,Ogun LGA1,2020,22,77,0,0,42.1,36.3,44.3
COVID-19,Nigeria,Enugu,Enugu LGA2,2020,22,0,0,0,32.8,34.5,55.2
COVID-19,Nigeria,Ogun,Ogun LGA2,2020,22,0,0,0,152.9,34.9,75.6
COVID-19,Nigeria,FCT,FCT LGA1,2020,22,0,0,0,100.4,33.9,84.7
Lassa Fever,Nigeria,Enugu,Enugu LGA1,2020,23,91,5,0,125.8,33.8,69.9
Lassa Fever,Nigeria,Lagos,Lagos LGA1,2020,23,91,5,0,153.7,34.5,21.6
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2020,23,91,5,0,65.1,29.0,26.5
CSM,Nigeria,Ogun,Ogun LGA1,2020,23,3,0,1,143.5,30.8,65.8
CSM,Nigeria,Rivers,Rivers LGA2,2020,23,3,0,1,58.4,27.2,42.7
CSM,Nigeria,Kaduna,Kaduna LGA1,2020,23,3,0,1,25.8,37.4,30.7
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2020,23,17,0,0,128.4,32.5,28.5
Yellow Fever,Nigeria,FCT,FCT LGA2,2020,23,17,0,0,35.6,24.5,50.1
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2020,23,17,0,0,162.9,25.2,71.0
Cholera,Nigeria,Kaduna,Kaduna LGA2,2020,23,0,0,0,157.4,28.2,76.8
Cholera,Nigeria,Enugu,Enugu LGA2,2020,23,0,0,0,231.4,29.0,94.4
Cholera,Nigeria,Ogun,Ogun LGA2,2020,23,0,0,0,249.0,30.9,93.8
Measles,Nigeria,Enugu,Enugu LGA2,2020,23,420,0,14,130.9,27.7,29.7
Measles,Nigeria,Enugu,Enugu LGA2,2020,23,420,0,14,47.2,30.8,49.7
Measles,Nigeria,Rivers,Rivers LGA1,2020,23,420,0,14,165.9,26.5,84.9
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,23,0,0,0,171.6,27.9,54.4
Mpox,Nigeria,Lagos,Lagos LGA1,2020,23,0,0,0,165.6,33.6,27.3
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,23,0,0,0,23.7,30.1,76.9
AFP,Nigeria,Enugu,Enugu LGA1,2020,23,126,0,0,154.7,33.9,54.5
AFP,Nigeria,Lagos,Lagos LGA2,2020,23,126,0,0,92.1,32.2,69.5
AFP,Nigeria,FCT,FCT LGA2,2020,23,126,0,0,45.1,33.7,59.8
COVID-19,Nigeria,Kano,Kano LGA2,2020,23,0,0,0,37.5,24.5,88.5
COVID-19,Nigeria,Kano,Kano LGA1,2020,23,0,0,0,143.8,27.1,84.1
COVID-19,Nigeria,FCT,FCT LGA1,2020,23,0,0,0,34.8,30.1,50.2
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2020,24,74,5,2,175.8,36.6,51.5
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2020,24,74,5,2,32.3,35.3,54.7
Lassa Fever,Nigeria,Enugu,Enugu LGA2,2020,24,74,5,2,152.0,27.2,23.0
CSM,Nigeria,Rivers,Rivers LGA1,2020,24,1,0,0,67.4,34.2,79.0
CSM,Nigeria,Kaduna,Kaduna LGA2,2020,24,1,0,0,166.9,29.5,63.2
CSM,Nigeria,Kaduna,Kaduna LGA1,2020,24,1,0,0,130.3,34.8,74.7
Yellow Fever,Nigeria,Kaduna,Kaduna LGA2,2020,24,12,0,0,34.0,35.2,22.9
Yellow Fever,Nigeria,Oyo,Oyo LGA1,2020,24,12,0,0,19.6,26.9,80.5
Yellow Fever,Nigeria,FCT,FCT LGA1,2020,24,12,0,0,91.6,34.7,68.4
Cholera,Nigeria,Ogun,Ogun LGA1,2020,24,0,0,0,174.0,27.4,88.1
Cholera,Nigeria,Kano,Kano LGA1,2020,24,0,0,0,209.3,31.0,80.6
Cholera,Nigeria,Kaduna,Kaduna LGA1,2020,24,0,0,0,241.3,27.7,87.9
Measles,Nigeria,Rivers,Rivers LGA1,2020,24,162,0,0,47.1,30.8,53.4
Measles,Nigeria,Lagos,Lagos LGA2,2020,24,162,0,0,47.8,33.7,32.1
Measles,Nigeria,FCT,FCT LGA2,2020,24,162,0,0,72.1,37.1,71.1
Mpox,Nigeria,Kano,Kano LGA2,2020,24,0,0,0,155.6,29.7,81.4
Mpox,Nigeria,Lagos,Lagos LGA1,2020,24,0,0,0,147.1,36.3,37.5
Mpox,Nigeria,Kaduna,Kaduna LGA2,2020,24,0,0,0,63.8,36.6,68.4
AFP,Nigeria,Kano,Kano LGA1,2020,24,104,0,0,59.9,32.9,30.9
AFP,Nigeria,Kaduna,Kaduna LGA1,2020,24,104,0,0,62.4,34.5,33.1
AFP,Nigeria,Oyo,Oyo LGA1,2020,24,104,0,0,123.3,25.9,21.6
COVID-19,Nigeria,Kano,Kano LGA1,2020,24,0,0,0,9.2,33.8,32.3
COVID-19,Nigeria,FCT,FCT LGA2,2020,24,0,0,0,40.9,29.4,76.4
COVID-19,Nigeria,FCT,FCT LGA2,2020,24,0,0,0,120.8,26.6,37.9
Lassa Fever,Nigeria,Rivers,Rivers LGA1,2020,25,56,5,2,47.0,30.0,45.4
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2020,25,56,5,2,81.7,32.0,63.5
Lassa Fever,Nigeria,Oyo,Oyo LGA1,2020,25,56,5,2,125.7,24.1,56.8
CSM,Nigeria,FCT,FCT LGA1,2020,25,5,0,0,12.7,26.3,38.0
CSM,Nigeria,Oyo,Oyo LGA1,2020,25,5,0,0,112.0,31.1,34.5
CSM,Nigeria,Rivers,Rivers LGA2,2020,25,5,0,0,158.2,34.0,66.5
Yellow Fever,Nigeria,Oyo,Oyo LGA2,2020,25,18,0,0,81.1,31.6,33.9
Yellow Fever,Nigeria,Lagos,Lagos LGA1,2020,25,18,0,0,151.9,37.2,42.8
Yellow Fever,Nigeria,Kaduna,Kaduna LGA1,2020,25,18,0,0,136.2,27.7,31.4
Cholera,Nigeria,Lagos,Lagos LGA2,2020,25,0,0,0,248.8,28.8,75.5
Cholera,Nigeria,Kano,Kano LGA1,2020,25,0,0,0,246.2,27.9,92.6
Cholera,Nigeria,Lagos,Lagos LGA2,2020,25,0,0,0,242.1,29.7,94.8
Measles,Nigeria,Oyo,Oyo LGA1,2020,25,155,0,0,78.3,27.8,31.4
Measles,Nigeria,Lagos,Lagos LGA1,2020,25,155,0,0,78.7,35.3,61.9
Measles,Nigeria,Ogun,Ogun LGA2,2020,25,155,0,0,127.9,28.4,58.5
Mpox,Nigeria,Kano,Kano LGA1,2020,25,0,0,0,65.7,29.2,55.0
Mpox,Nigeria,FCT,FCT LGA2,2020,25,0,0,0,51.9,29.9,27.2
Mpox,Nigeria,Rivers,Rivers LGA2,2020,25,0,0,0,132.9,29.9,36.2
AFP,Nigeria,Oyo,Oyo LGA2,2020,25,125,0,0,167.3,32.6,66.9
AFP,Nigeria,Ogun,Ogun LGA2,2020,25,125,0,0,174.7,26.3,35.6
AFP,Nigeria,Kano,Kano LGA1,2020,25,125,0,0,49.9,26.1,84.9
COVID-19,Nigeria,Kaduna,Kaduna LGA1,2020,25,0,0,0,144.2,37.2,72.7
COVID-19,Nigeria,Lagos,Lagos LGA1,2020,25,0,0,0,123.2,26.8,66.3
COVID-19,Nigeria,Enugu,Enugu LGA1,2020,25,0,0,0,156.2,37.4,28.8
Lassa Fever,Nigeria,Kaduna,Kaduna LGA2,2020,26,67,4,2,80.5,31.4,86.1
Lassa Fever,Nigeria,FCT,FCT LGA1,2020,26,67,4,2,127.6,27.0,40.1
Lassa Fever,Nigeria,FCT,FCT LGA2,2020,26,67,4,2,78.7,31.8,30.9
